EmployeeID,Age,Department,Salary,YearsAtCompany,PerformanceScore,TrainingHours,SatisfactionScore,Attrition
EMP00776,45,Sales,94165.16,7,Meets Expectations,84.0,1.0,No
EMP00777,30,Sales,65107.06,5,Exceeds Expectations,97.0,4.0,No
EMP00778,24,Finance,128662.27,14,Meets Expectations,58.0,1.0,No
EMP00779,52,Engineering,110678.78,14,Meets Expectations,79.0,5.0,No
EMP00780,58,Marketing,105208.99,4,Meets Expectations,,3.0,No
EMP00781,57,Finance,82008.53,12,Needs Improvement,25.0,4.0,No
EMP00782,45,Engineering,122857.02,13,Meets Expectations,22.0,4.0,No
EMP00783,52,Engineering,79549.86,10,Meets Expectations,20.0,4.0,No
EMP00784,27,HR,84218.46,19,Low,96.0,2.0,Yes
EMP00785,23,Finance,89249.36,11,Needs Improvement,,2.0,No
EMP00786,41,Finance,102545.58,19,Meets Expectations,28.0,5.0,No
EMP00787,49,Engineering,100922.7,0,Needs Improvement,54.0,3.0,No
EMP00788,32,Marketing,73121.87,2,Meets Expectations,55.0,1.0,No
EMP00789,25,Sales,71675.16,7,Meets Expectations,56.0,5.0,No
EMP00790,36,Finance,100997.57,11,Low,58.0,2.0,No
EMP00791,27,Finance,102880.91,14,Meets Expectations,88.0,5.0,Yes
EMP00792,51,Sales,75166.22,2,Low,51.0,3.0,No
EMP00793,59,Engineering,45320.3,7,Meets Expectations,42.0,5.0,No
EMP00794,23,Sales,79817.1,18,Meets Expectations,50.0,4.0,Yes
EMP00795,36,Engineering,100588.14,19,Meets Expectations,78.0,1.0,No
EMP00796,32,Marketing,130135.42,5,Meets Expectations,95.0,,No
EMP00797,29,Engineering,55051.05,17,Meets Expectations,28.0,2.0,No
EMP00798,47,Sales,74335.72,10,Exceeds Expectations,48.0,3.0,No
EMP00799,26,Engineering,,11,Meets Expectations,16.0,3.0,No
EMP00800,27,Finance,118895.13,1,Meets Expectations,48.0,3.0,No
EMP00801,47,HR,84126.46,4,Exceeds Expectations,43.0,2.0,No
EMP00802,25,Engineering,62316.84,3,Meets Expectations,53.0,4.0,No
EMP00803,40,Sales,98967.38,8,Outstanding,78.0,1.0,No
EMP00804,41,Finance,74884.04,12,Outstanding,77.0,,No
EMP00805,54,Marketing,54390.32,12,Meets Expectations,72.0,2.0,No
EMP00806,41,Engineering,62680.67,14,Exceeds Expectations,80.0,4.0,No
EMP00807,33,Sales,128351.05,1,Exceeds Expectations,57.0,3.0,No
EMP00808,22,Sales,,12,Outstanding,12.0,3.0,No
EMP00809,47,Sales,87694.0,6,Meets Expectations,94.0,1.0,No
EMP00810,35,Engineering,78752.66,16,Meets Expectations,43.0,1.0,No
EMP00811,59,Finance,92303.72,7,Low,18.0,5.0,No
EMP00812,58,Engineering,92005.9,17,Meets Expectations,70.0,3.0,No
EMP00813,32,Marketing,92304.22,14,Meets Expectations,29.0,5.0,No
EMP00814,57,Engineering,87871.13,14,Meets Expectations,49.0,2.0,No
EMP00815,34,Marketing,106719.96,4,Outstanding,21.0,1.0,Yes
EMP00816,24,Marketing,85577.61,1,Needs Improvement,37.0,4.0,No
EMP00817,54,Sales,60551.53,15,Exceeds Expectations,57.0,3.0,No
EMP00818,27,Engineering,69689.43,4,Needs Improvement,83.0,3.0,No
EMP00819,31,HR,35524.53,5,Low,84.0,5.0,No
EMP00820,26,Sales,135670.43,11,Meets Expectations,16.0,1.0,Yes
EMP00821,44,Engineering,106568.86,4,Needs Improvement,91.0,5.0,No
EMP00822,31,Engineering,,19,Outstanding,92.0,3.0,No
EMP00823,23,Finance,77953.88,7,Meets Expectations,23.0,1.0,No
EMP00824,34,Engineering,69078.09,10,Needs Improvement,90.0,3.0,Yes
EMP00825,23,Marketing,123563.68,13,Low,96.0,1.0,Yes
EMP00826,41,Engineering,,16,Meets Expectations,28.0,3.0,No
EMP00827,22,Marketing,87861.9,9,Low,63.0,4.0,No
EMP00828,58,Engineering,82286.8,1,Meets Expectations,69.0,5.0,No
EMP00829,30,Finance,105670.97,2,Meets Expectations,76.0,1.0,No
EMP00830,38,Engineering,82399.77,12,Needs Improvement,43.0,5.0,No
EMP00831,30,HR,41044.78,16,Meets Expectations,98.0,,No
EMP00832,32,HR,78722.05,2,Exceeds Expectations,50.0,1.0,No
EMP00833,36,Engineering,60695.94,9,Meets Expectations,40.0,1.0,No
EMP00834,45,Sales,86989.49,7,Meets Expectations,48.0,3.0,No
EMP00835,59,Sales,120854.43,3,Meets Expectations,87.0,2.0,No
EMP00836,56,Sales,41514.37,12,Exceeds Expectations,61.0,3.0,No
EMP00837,51,Finance,,6,Exceeds Expectations,56.0,2.0,No
EMP00838,52,Engineering,71182.68,6,Exceeds Expectations,29.0,3.0,No
EMP00839,26,Engineering,75459.22,15,Meets Expectations,61.0,2.0,No
EMP00840,35,Marketing,103503.14,4,Needs Improvement,80.0,1.0,Yes
EMP00841,32,Engineering,80661.39,16,Meets Expectations,71.0,1.0,No
EMP00842,30,Engineering,95395.07,9,Exceeds Expectations,14.0,2.0,No
EMP00843,55,Sales,,3,Needs Improvement,66.0,2.0,No
EMP00844,33,Finance,90748.11,13,Meets Expectations,13.0,5.0,No
EMP00845,56,Finance,104444.94,4,Exceeds Expectations,20.0,1.0,No
EMP00846,56,Finance,66692.51,1,Meets Expectations,28.0,,No
EMP00847,22,Engineering,104533.95,13,Meets Expectations,93.0,5.0,No
EMP00848,43,Marketing,86309.32,17,Meets Expectations,36.0,2.0,No
EMP00849,50,Sales,111136.51,10,Needs Improvement,38.0,3.0,No
EMP00850,29,Sales,79964.5,15,Meets Expectations,27.0,,No
EMP00851,32,Sales,94531.12,17,Low,46.0,4.0,No
EMP00852,58,Engineering,,15,Exceeds Expectations,70.0,4.0,No
EMP00853,35,Engineering,82594.69,3,Exceeds Expectations,56.0,3.0,No
EMP00854,51,Engineering,91473.26,0,Meets Expectations,98.0,2.0,No
EMP00855,56,Sales,98420.19,13,Meets Expectations,29.0,,No
EMP00856,42,Engineering,53760.88,11,Meets Expectations,79.0,5.0,No
EMP00857,58,Marketing,120840.84,9,Needs Improvement,58.0,,No
EMP00858,26,Engineering,38508.42,18,Low,24.0,4.0,No
EMP00859,40,Marketing,67879.7,3,Meets Expectations,27.0,2.0,Yes
EMP00860,35,Engineering,82643.27,19,Exceeds Expectations,47.0,5.0,No
EMP00861,47,Marketing,95308.9,2,Outstanding,98.0,1.0,No
EMP00862,25,Engineering,124404.31,3,Meets Expectations,93.0,1.0,No
EMP00863,46,Engineering,38542.71,14,Meets Expectations,31.0,4.0,No
EMP00864,46,Engineering,72307.65,10,Meets Expectations,85.0,4.0,No
EMP00865,39,HR,31829.16,15,Meets Expectations,69.0,4.0,No
EMP00866,29,Marketing,85790.55,3,Meets Expectations,75.0,5.0,No
EMP00867,35,Engineering,91792.09,5,Exceeds Expectations,35.0,2.0,No
EMP00868,53,Engineering,124769.89,7,Exceeds Expectations,73.0,4.0,Yes
EMP00869,59,Finance,88015.87,12,Meets Expectations,67.0,3.0,No
EMP00870,54,HR,111100.63,19,Meets Expectations,12.0,4.0,No
EMP00871,44,Engineering,99595.93,3,Outstanding,39.0,5.0,No
EMP00872,36,Engineering,74118.8,4,Exceeds Expectations,28.0,2.0,No
EMP00873,54,Engineering,49775.98,9,Meets Expectations,19.0,4.0,No
EMP00874,46,HR,91875.06,4,Meets Expectations,98.0,1.0,No
EMP00875,38,Engineering,47697.45,11,Exceeds Expectations,55.0,4.0,No
EMP00876,54,Finance,117380.18,0,Meets Expectations,28.0,4.0,No
EMP00877,23,Engineering,80948.45,9,Meets Expectations,67.0,2.0,No
EMP00878,35,Engineering,114879.44,4,Meets Expectations,94.0,3.0,No
EMP00879,27,Engineering,72994.64,18,Exceeds Expectations,15.0,4.0,No
EMP00880,27,Finance,91721.27,18,Meets Expectations,60.0,4.0,No
EMP00881,24,Marketing,90233.72,19,Meets Expectations,23.0,5.0,No
EMP00882,28,Engineering,83873.9,11,Exceeds Expectations,67.0,2.0,Yes
EMP00883,29,Marketing,74183.51,15,Outstanding,17.0,5.0,No
EMP00884,36,Engineering,,4,Exceeds Expectations,11.0,4.0,No
EMP00885,50,Engineering,61845.92,16,Needs Improvement,27.0,4.0,No
EMP00886,54,Sales,54764.12,13,Meets Expectations,95.0,1.0,No
EMP00887,51,Engineering,116070.67,11,Meets Expectations,66.0,5.0,No
EMP00888,48,Engineering,103179.2,12,Meets Expectations,44.0,2.0,No
EMP00889,57,Finance,86647.29,13,Outstanding,75.0,4.0,No
EMP00890,50,Engineering,126628.56,4,Exceeds Expectations,65.0,1.0,No
EMP00891,59,Finance,78305.86,4,Meets Expectations,91.0,1.0,No
EMP00892,54,Engineering,118067.58,17,Needs Improvement,52.0,3.0,No
EMP00893,58,HR,89389.35,13,Low,,2.0,No
EMP00894,48,Engineering,59381.23,17,Meets Expectations,81.0,1.0,No
EMP00895,54,Sales,131201.0,19,Low,17.0,2.0,No
EMP00896,25,Engineering,109767.77,0,Meets Expectations,14.0,4.0,No
EMP00897,43,Sales,81974.47,6,Meets Expectations,22.0,3.0,No
EMP00898,23,HR,103179.28,16,Exceeds Expectations,16.0,2.0,No
EMP00899,31,Engineering,74907.41,2,Needs Improvement,30.0,3.0,No
EMP00900,26,Marketing,105728.73,9,Meets Expectations,46.0,2.0,No
EMP00901,31,Engineering,25223.04,6,Exceeds Expectations,54.0,2.0,No
EMP00902,54,Sales,59504.97,11,Meets Expectations,61.0,5.0,No
EMP00903,59,Engineering,109481.49,14,Needs Improvement,57.0,3.0,No
EMP00904,34,Finance,78758.61,15,Needs Improvement,71.0,2.0,No
EMP00905,52,Marketing,90188.56,7,Exceeds Expectations,87.0,5.0,No
EMP00906,57,Engineering,51330.36,5,Exceeds Expectations,60.0,5.0,Yes
EMP00907,45,Engineering,131196.67,3,Exceeds Expectations,13.0,3.0,No
EMP00908,36,Sales,114763.24,10,Needs Improvement,95.0,4.0,No
EMP00909,50,Finance,79982.87,16,Exceeds Expectations,65.0,3.0,No
EMP00910,29,HR,74882.6,1,Meets Expectations,84.0,2.0,No
EMP00911,26,Engineering,110740.11,5,Meets Expectations,43.0,4.0,No
EMP00912,50,Engineering,134561.76,3,Outstanding,54.0,3.0,No
EMP00913,25,Sales,108844.01,2,Meets Expectations,25.0,3.0,No
EMP00914,33,Finance,139295.07,6,Outstanding,18.0,,No
EMP00915,23,Sales,61941.22,6,Exceeds Expectations,89.0,3.0,No
EMP00916,48,HR,64515.33,15,Meets Expectations,25.0,4.0,No
EMP00917,52,Engineering,55276.47,1,Meets Expectations,40.0,2.0,No
EMP00918,57,Marketing,,7,Meets Expectations,22.0,5.0,No
EMP00919,57,Marketing,89390.09,14,Exceeds Expectations,14.0,3.0,No
EMP00920,47,HR,,15,Meets Expectations,56.0,5.0,No
EMP00921,48,HR,105231.47,0,Exceeds Expectations,48.0,5.0,Yes
EMP00922,26,Finance,115808.22,9,Low,27.0,5.0,No
EMP00923,41,Sales,46858.44,6,Meets Expectations,29.0,3.0,No
EMP00924,32,Engineering,70075.7,15,Meets Expectations,11.0,3.0,No
EMP00925,31,Engineering,105503.59,9,Meets Expectations,49.0,3.0,No
EMP00926,59,Finance,73306.53,11,Exceeds Expectations,39.0,3.0,No
EMP00927,27,Engineering,65044.85,16,Needs Improvement,19.0,1.0,No
EMP00928,29,Marketing,110463.44,12,Meets Expectations,73.0,2.0,No
EMP00929,44,HR,52762.5,11,Meets Expectations,51.0,1.0,No
EMP00930,47,Engineering,77460.5,14,Meets Expectations,84.0,,No
EMP00931,33,Engineering,93216.1,13,Meets Expectations,62.0,1.0,No
EMP00932,47,Engineering,70654.5,18,Exceeds Expectations,62.0,1.0,No
EMP00933,34,Engineering,104578.89,18,Meets Expectations,49.0,1.0,No
EMP00934,39,Engineering,70778.08,13,Meets Expectations,25.0,2.0,No
EMP00935,46,Sales,,17,Meets Expectations,57.0,5.0,No
EMP00936,54,Finance,81856.34,4,Meets Expectations,70.0,4.0,No
EMP00937,33,Finance,101781.75,19,Meets Expectations,90.0,4.0,No
EMP00938,57,Engineering,103650.6,5,Meets Expectations,47.0,,No
EMP00939,25,Engineering,69311.5,17,Needs Improvement,53.0,1.0,No
EMP00940,26,Sales,33662.84,13,Needs Improvement,24.0,5.0,No
EMP00941,58,HR,94018.89,3,Meets Expectations,70.0,3.0,No
EMP00942,29,Marketing,86807.21,0,Exceeds Expectations,16.0,2.0,No
EMP00943,49,Sales,,12,Low,39.0,5.0,Yes
EMP00944,52,Sales,79336.81,10,Meets Expectations,45.0,2.0,No
EMP00945,30,Marketing,74239.31,2,Needs Improvement,99.0,2.0,Yes
EMP00946,50,HR,135211.83,16,Outstanding,20.0,3.0,No
EMP00947,35,Sales,48191.15,17,Exceeds Expectations,79.0,5.0,No
EMP00948,43,HR,103348.76,9,Meets Expectations,38.0,1.0,No
EMP00949,32,Engineering,70634.95,15,Meets Expectations,88.0,5.0,No
EMP00950,44,Engineering,76605.53,12,Exceeds Expectations,15.0,5.0,No
EMP00951,22,Marketing,77072.43,19,Needs Improvement,85.0,,No
EMP00952,58,Marketing,64914.14,11,Outstanding,60.0,3.0,No
EMP00953,42,Engineering,99280.61,3,Meets Expectations,89.0,5.0,No
EMP00954,47,Finance,119766.09,7,Needs Improvement,47.0,1.0,No
EMP00955,57,Engineering,96750.34,11,Meets Expectations,82.0,2.0,Yes
EMP00956,44,Marketing,87584.55,18,Meets Expectations,31.0,2.0,Yes
EMP00957,22,Engineering,,14,Outstanding,99.0,1.0,Yes
EMP00958,36,Finance,97920.63,15,Exceeds Expectations,63.0,2.0,Yes
EMP00959,42,Finance,138908.74,11,Meets Expectations,49.0,5.0,No
EMP00960,30,Sales,75482.63,19,Meets Expectations,16.0,1.0,No
EMP00961,30,Finance,75600.41,17,Exceeds Expectations,49.0,5.0,Yes
EMP00962,31,Marketing,70972.77,11,Meets Expectations,33.0,4.0,No
EMP00963,47,Marketing,72764.64,15,Meets Expectations,50.0,3.0,No
EMP00964,56,Engineering,16367.51,19,Meets Expectations,60.0,3.0,No
EMP00965,46,Marketing,95125.88,10,Meets Expectations,48.0,3.0,Yes
EMP00966,47,Finance,63861.2,19,Exceeds Expectations,92.0,1.0,No
EMP00967,32,Engineering,44743.42,13,Meets Expectations,52.0,,No
EMP00968,59,Finance,103829.75,1,Meets Expectations,78.0,3.0,No
EMP00969,23,Sales,57949.56,12,Exceeds Expectations,68.0,5.0,No
EMP00970,28,Sales,76533.27,13,Low,34.0,3.0,No
EMP00971,39,Engineering,121661.06,5,Meets Expectations,34.0,4.0,Yes
EMP00972,48,Engineering,49769.61,11,Exceeds Expectations,82.0,5.0,Yes
EMP00973,55,HR,46685.04,6,Meets Expectations,33.0,5.0,Yes
EMP00974,48,Sales,91732.65,3,Meets Expectations,71.0,1.0,No
EMP00975,38,Finance,113737.18,6,Meets Expectations,52.0,1.0,Yes
EMP00976,45,Sales,45641.46,12,Exceeds Expectations,68.0,2.0,Yes
EMP00977,46,Sales,95192.24,10,Meets Expectations,63.0,4.0,No
EMP00978,28,Sales,99524.99,7,Low,88.0,5.0,Yes
EMP00979,27,Engineering,33520.99,18,Needs Improvement,35.0,4.0,No
EMP00980,45,Finance,104962.53,1,Exceeds Expectations,63.0,3.0,No
EMP00981,54,HR,106915.15,17,Meets Expectations,70.0,3.0,Yes
EMP00982,50,Marketing,77205.36,9,Exceeds Expectations,84.0,2.0,Yes
EMP00983,43,Sales,116308.66,5,Meets Expectations,88.0,5.0,No
EMP00984,47,Engineering,113411.39,3,Meets Expectations,53.0,5.0,No
EMP00985,49,Engineering,87577.95,18,Outstanding,18.0,2.0,No
EMP00986,42,Engineering,73713.87,13,Low,51.0,3.0,No
EMP00987,28,Sales,60679.3,13,Needs Improvement,38.0,5.0,No
EMP00988,38,HR,84060.91,17,Meets Expectations,88.0,4.0,No
EMP00989,41,Engineering,99243.97,16,Needs Improvement,90.0,5.0,No
EMP00990,41,Marketing,76895.58,17,Meets Expectations,89.0,3.0,No
EMP00991,43,Engineering,30062.47,17,Outstanding,67.0,5.0,Yes
EMP00992,49,Sales,116717.85,4,Exceeds Expectations,95.0,5.0,No
EMP00993,28,HR,89755.58,8,Meets Expectations,72.0,1.0,No
EMP00994,22,Sales,75509.39,0,Exceeds Expectations,58.0,5.0,Yes
EMP00995,53,Finance,106428.96,3,Needs Improvement,20.0,2.0,No
EMP00996,34,HR,123115.96,6,Meets Expectations,98.0,2.0,No
EMP00997,51,Sales,,10,Meets Expectations,63.0,4.0,No
EMP00998,44,Finance,,13,Meets Expectations,39.0,5.0,No
EMP00999,40,Engineering,,9,Low,75.0,4.0,No
EMP01000,53,Sales,97477.76,18,Exceeds Expectations,74.0,3.0,No
EMP01001,51,HR,88198.18,7,Exceeds Expectations,67.0,3.0,No
EMP01002,50,Engineering,100893.16,2,Meets Expectations,66.0,1.0,No
EMP01003,50,Marketing,72518.81,7,Needs Improvement,46.0,1.0,No
EMP01004,51,Marketing,38169.0,17,Meets Expectations,63.0,5.0,No
EMP01005,37,Finance,73740.8,4,Outstanding,82.0,5.0,No
EMP01006,40,Engineering,95171.19,19,Meets Expectations,78.0,4.0,No
EMP01007,39,Engineering,110384.81,10,Meets Expectations,33.0,4.0,No
EMP01008,22,Marketing,55704.22,8,Outstanding,72.0,5.0,No
EMP01009,35,Sales,110676.51,18,Meets Expectations,60.0,5.0,No
EMP01010,23,Engineering,68803.19,11,Meets Expectations,24.0,1.0,No
EMP01011,49,Engineering,94061.25,4,Meets Expectations,56.0,1.0,No
EMP01012,51,Sales,72252.65,15,Meets Expectations,82.0,1.0,Yes
EMP01013,59,Engineering,89554.27,12,Meets Expectations,55.0,,No
EMP01014,25,Finance,107296.94,5,Meets Expectations,39.0,4.0,No
EMP01015,22,Finance,54324.65,15,Meets Expectations,88.0,2.0,No
EMP01016,29,Sales,68002.35,17,Meets Expectations,29.0,2.0,No
EMP01017,50,Sales,89624.06,16,Needs Improvement,66.0,4.0,No
EMP01018,24,Engineering,145039.59,11,Meets Expectations,58.0,4.0,No
EMP01019,53,Finance,63420.26,0,Meets Expectations,65.0,4.0,No
EMP01020,31,Sales,136003.35,6,Exceeds Expectations,65.0,,No
EMP01021,31,Marketing,135110.58,13,Meets Expectations,34.0,3.0,No
EMP01022,40,Sales,82567.22,17,Meets Expectations,18.0,5.0,No
EMP01023,55,HR,77546.19,0,Meets Expectations,31.0,1.0,No
EMP01024,54,Engineering,67698.37,19,Meets Expectations,86.0,2.0,No
EMP01025,44,Marketing,83294.94,9,Meets Expectations,46.0,5.0,No
EMP01026,49,Engineering,49832.01,14,Outstanding,37.0,4.0,No
EMP01027,53,HR,83094.02,10,Meets Expectations,23.0,2.0,Yes
EMP01028,28,Engineering,122422.01,3,Exceeds Expectations,39.0,4.0,No
EMP01029,50,Marketing,69722.87,14,Needs Improvement,48.0,4.0,No
EMP01030,29,Finance,78981.89,15,Low,66.0,4.0,Yes
EMP01031,22,Sales,42471.49,14,Exceeds Expectations,14.0,5.0,No
EMP01032,24,Finance,94351.55,16,Meets Expectations,21.0,2.0,No
EMP01033,45,Engineering,91612.04,10,Meets Expectations,44.0,2.0,No
EMP01034,44,Sales,86592.56,17,Meets Expectations,50.0,4.0,No
EMP01035,29,Engineering,79579.32,15,Needs Improvement,72.0,1.0,No
EMP01036,58,Sales,77681.05,14,Meets Expectations,51.0,3.0,No
EMP01037,24,Marketing,97547.51,10,Exceeds Expectations,74.0,1.0,No
EMP01038,54,Marketing,84279.58,12,Needs Improvement,74.0,5.0,No
EMP01039,49,Sales,92874.3,17,Outstanding,52.0,3.0,No
EMP01040,29,Engineering,90374.57,7,Meets Expectations,69.0,1.0,Yes
EMP01041,55,Marketing,113085.68,8,Meets Expectations,29.0,2.0,No
EMP01042,56,Finance,101924.85,10,Needs Improvement,72.0,1.0,No
EMP01043,53,Engineering,89821.55,16,Meets Expectations,,4.0,Yes
EMP01044,45,Finance,122960.55,0,Needs Improvement,84.0,5.0,Yes
EMP01045,35,Engineering,95506.71,10,Low,81.0,1.0,No
EMP01046,53,Engineering,117624.07,6,Outstanding,44.0,1.0,No
EMP01047,37,Marketing,100173.57,7,Exceeds Expectations,50.0,3.0,No
EMP01048,25,Engineering,,18,Exceeds Expectations,25.0,4.0,Yes
EMP01049,58,Engineering,117620.87,3,Needs Improvement,89.0,3.0,No
EMP01050,42,Engineering,88379.41,3,Outstanding,15.0,5.0,No
EMP01051,35,Marketing,83701.13,18,Meets Expectations,29.0,5.0,Yes
EMP01052,52,Marketing,92033.71,8,Exceeds Expectations,65.0,4.0,No
EMP01053,39,Engineering,76375.42,16,Low,84.0,3.0,No
EMP01054,28,Engineering,90675.72,17,Meets Expectations,17.0,4.0,No
EMP01055,31,Engineering,70203.1,0,Outstanding,93.0,3.0,No
EMP01056,28,Engineering,116856.81,13,Meets Expectations,15.0,2.0,No
EMP01057,54,Engineering,82160.3,3,Exceeds Expectations,17.0,4.0,No
EMP01058,44,Marketing,75435.4,9,Meets Expectations,71.0,5.0,No
EMP01059,42,Engineering,61876.85,13,Meets Expectations,23.0,3.0,No
EMP01060,40,Engineering,91719.39,6,Exceeds Expectations,12.0,2.0,No
EMP01061,40,Sales,89677.68,11,Meets Expectations,11.0,5.0,No
EMP01062,57,Engineering,94710.62,15,Exceeds Expectations,31.0,3.0,No
EMP01063,50,Finance,59318.7,4,Meets Expectations,,2.0,No
EMP01064,39,Engineering,44970.47,10,Needs Improvement,79.0,5.0,No
EMP01065,23,Sales,100639.78,3,Meets Expectations,80.0,5.0,Yes
EMP01066,22,Engineering,122116.05,12,Meets Expectations,15.0,2.0,Yes
EMP01067,26,Engineering,59341.16,7,Exceeds Expectations,59.0,5.0,No
EMP01068,41,Sales,,6,Meets Expectations,53.0,3.0,No
EMP01069,32,Engineering,92097.78,10,Meets Expectations,17.0,3.0,No
EMP01070,23,Engineering,84823.43,10,Exceeds Expectations,33.0,5.0,No
EMP01071,24,Engineering,75061.28,16,Meets Expectations,36.0,1.0,No
EMP01072,44,Engineering,50387.05,13,Exceeds Expectations,62.0,2.0,No
EMP01073,33,Engineering,109693.21,1,Outstanding,60.0,1.0,No
EMP01074,41,Finance,65609.84,19,Low,37.0,3.0,No
EMP01075,26,Engineering,65504.83,7,Needs Improvement,68.0,5.0,No
EMP01076,58,Engineering,,1,Needs Improvement,78.0,4.0,No
EMP01077,59,Engineering,37925.41,14,Exceeds Expectations,92.0,4.0,No
EMP01078,51,Engineering,46910.05,4,Needs Improvement,82.0,1.0,No
EMP01079,30,Marketing,84546.64,5,Exceeds Expectations,34.0,1.0,No
EMP01080,55,Engineering,92332.11,16,Meets Expectations,53.0,1.0,Yes
EMP01081,56,Marketing,97118.37,7,Exceeds Expectations,56.0,3.0,No
EMP01082,43,Sales,,18,Exceeds Expectations,22.0,3.0,No
EMP01083,45,Engineering,148259.24,4,Outstanding,62.0,5.0,No
EMP01084,38,Marketing,79302.69,18,Meets Expectations,62.0,3.0,Yes
EMP01085,31,Engineering,79230.35,13,Meets Expectations,46.0,5.0,No
EMP01086,51,Engineering,65075.33,9,Low,72.0,5.0,No
EMP01087,44,Engineering,88097.67,12,Meets Expectations,75.0,1.0,No
EMP01088,53,Marketing,100374.03,4,Meets Expectations,49.0,4.0,No
EMP01089,38,Sales,115089.45,6,Outstanding,87.0,1.0,No
EMP01090,38,Finance,47767.89,9,Exceeds Expectations,70.0,3.0,No
EMP01091,35,Sales,78850.12,10,Needs Improvement,15.0,2.0,No
EMP01092,30,Finance,96167.59,2,Exceeds Expectations,34.0,3.0,No
EMP01093,23,Engineering,99676.44,12,Needs Improvement,55.0,4.0,No
EMP01094,46,Marketing,,1,Needs Improvement,40.0,3.0,No
EMP01095,30,Engineering,98560.6,3,Exceeds Expectations,89.0,4.0,No
EMP01096,43,Finance,64775.9,2,Outstanding,72.0,2.0,No
EMP01097,25,Sales,123947.64,14,Needs Improvement,77.0,2.0,No
EMP01098,47,Sales,109815.7,3,Exceeds Expectations,48.0,5.0,Yes
EMP01099,50,Engineering,51376.81,3,Exceeds Expectations,89.0,3.0,Yes
EMP01100,55,Sales,58122.42,14,Needs Improvement,45.0,,No
EMP01101,44,Sales,58826.96,5,Meets Expectations,16.0,1.0,Yes
EMP01102,58,Finance,101949.25,4,Exceeds Expectations,94.0,1.0,Yes
EMP01103,32,Finance,52881.81,11,Exceeds Expectations,,,No
EMP01104,27,Engineering,76724.39,6,Meets Expectations,64.0,1.0,Yes
EMP01105,39,Finance,96367.61,2,Needs Improvement,81.0,1.0,No
EMP01106,42,Engineering,83345.85,6,Meets Expectations,51.0,3.0,No
EMP01107,57,Engineering,91472.19,11,Exceeds Expectations,36.0,5.0,No
EMP01108,59,Marketing,58354.93,14,Meets Expectations,11.0,5.0,No
EMP01109,55,HR,99871.36,18,Needs Improvement,79.0,4.0,No
EMP01110,38,Finance,69669.7,5,Exceeds Expectations,13.0,1.0,No
EMP01111,58,Engineering,76884.51,7,Meets Expectations,30.0,2.0,No
EMP01112,46,HR,90943.29,5,Exceeds Expectations,10.0,4.0,Yes
EMP01113,59,Sales,87576.96,2,Outstanding,47.0,4.0,No
EMP01114,33,Sales,85599.5,4,Exceeds Expectations,69.0,3.0,No
EMP01115,44,Sales,66234.33,8,Outstanding,85.0,4.0,No
EMP01116,43,Finance,77511.26,15,Outstanding,23.0,2.0,No
EMP01117,42,Marketing,85054.59,15,Meets Expectations,88.0,5.0,No
EMP01118,48,Marketing,50622.87,8,Exceeds Expectations,97.0,4.0,No
EMP01119,52,Engineering,73436.68,17,Meets Expectations,91.0,3.0,No
EMP01120,27,Engineering,94692.0,12,Meets Expectations,26.0,1.0,No
EMP01121,48,Sales,,10,Low,82.0,2.0,No
EMP01122,55,Engineering,113914.54,9,Meets Expectations,56.0,1.0,Yes
EMP01123,33,Engineering,116740.33,9,Needs Improvement,91.0,4.0,No
EMP01124,28,Marketing,,5,Meets Expectations,65.0,5.0,No
EMP01125,31,Engineering,118940.49,15,Needs Improvement,62.0,3.0,No
EMP01126,38,Sales,,11,Outstanding,27.0,2.0,No
EMP01127,47,Sales,95462.86,3,Meets Expectations,,,No
EMP01128,42,Sales,72583.72,4,Needs Improvement,57.0,2.0,No
EMP01129,49,Engineering,108076.12,1,Meets Expectations,18.0,3.0,No
EMP01130,23,Finance,95152.35,18,Needs Improvement,63.0,3.0,No
EMP01131,22,HR,64646.17,0,Exceeds Expectations,44.0,4.0,No
EMP01132,57,Marketing,55869.95,3,Meets Expectations,55.0,2.0,No
EMP01133,47,Engineering,48492.44,11,Meets Expectations,10.0,4.0,No
EMP01134,50,Engineering,89698.54,1,Exceeds Expectations,50.0,2.0,No
EMP01135,42,Sales,99311.79,11,Meets Expectations,82.0,2.0,Yes
EMP01136,32,Finance,101274.14,15,Exceeds Expectations,41.0,1.0,No
EMP01137,32,Marketing,82050.47,1,Meets Expectations,93.0,4.0,No
EMP01138,57,Sales,,16,Meets Expectations,86.0,2.0,No
EMP01139,56,Engineering,67948.13,1,Meets Expectations,49.0,2.0,No
EMP01140,55,Engineering,113808.72,3,Needs Improvement,20.0,3.0,No
EMP01141,45,HR,72884.29,5,Needs Improvement,71.0,1.0,No
EMP01142,43,Finance,88585.44,6,Meets Expectations,55.0,3.0,No
EMP01143,26,Engineering,58108.74,14,Exceeds Expectations,57.0,4.0,No
EMP01144,54,Engineering,93414.58,19,Exceeds Expectations,52.0,4.0,No
EMP01145,57,Sales,73557.89,11,Needs Improvement,60.0,2.0,Yes
EMP01146,41,Sales,111167.82,4,Meets Expectations,70.0,5.0,No
EMP01147,40,Sales,104338.94,13,Outstanding,51.0,3.0,No
EMP01148,56,Sales,72607.35,15,Needs Improvement,35.0,4.0,No
EMP01149,38,Marketing,81833.4,10,Meets Expectations,20.0,2.0,No
